Datetime,Open,High,Low,Close,intvwap,Volume,v,EMA,Cumulative_Volume,Cumulative_Value,VWAP,Captured_Price,Index,Price
07-02-2023 11:00,1654.85,1655.0,1653.0,1654.9,1654.25,92847,1422048,1654.6713892773764,6988191,11576913483.466667,1656.639534246655,1654.9,33,1654.9
07-02-2023 11:15,1654.4,1655.0,1648.25,1648.5,1651.67,127270,1549318,1653.8999656177043,7115461,11786983224.300001,1656.5312105990042,1648.5,34,1648.5
07-02-2023 11:30,1648.25,1650.6,1646.1,1646.15,1648.73,166917,1716235,1652.9312199154913,7282378,12061998455.45,1656.326883258463,1646.15,35,1646.15
07-02-2023 11:45,1646.4,1648.6,1645.75,1646.25,1647.05,125229,1841464,1652.0960674260548,7407607,12268233921.25,1656.1669539501759,1646.25,36,1646.25
07-02-2023 12:00,1646.3,1648.05,1643.5,1643.5,1646.03,138022,1979486,1651.021558997798,7545629,12495282411.616667,1655.9629968047286,1643.5,37,1643.5
07-02-2023 12:15,1643.55,1643.55,1640.0,1640.1,1641.41,163057,2142543,1649.6563641230732,7708686,12762894277.633333,1655.6510769323504,1640.1,38,1640.1
07-02-2023 12:30,1640.15,1641.25,1638.2,1640.9,1639.64,153459,2296002,1648.561818607689,7862145,13014584941.183332,1655.3478651415526,1640.9,39,1640.9
07-02-2023 12:45,1640.75,1641.85,1635.4,1636.05,1638.18,164173,2460175,1646.9978412817277,8026318,13283462008.15,1654.9882534120875,1636.05,40,1636.05
07-02-2023 13:00,1636.0,1637.35,1632.65,1634.85,1634.84,166133,2626308,1645.4793611215118,8192451,13555081156.5,1654.5819018630689,1634.85,41,1634.85
07-02-2023 13:15,1634.7,1643.05,1634.5,1641.6,1638.92,191842,2818150,1644.994440981323,8384293,13869647681.266666,1654.2417686579736,1641.6,42,1641.6
07-02-2023 13:30,1642.4,1650.0,1641.35,1648.5,1645.57,334284,3152434,1645.4326358586575,8718577,14420085287.066666,1653.9494102152985,1648.5,43,1648.5
07-02-2023 13:45,1648.75,1652.7,1646.3,1649.25,1649.85,319320,3471754,1645.9098063763254,9037897,14946777017.066666,1653.7892628192892,1649.25,44,1649.25
07-02-2023 14:00,1649.85,1655.85,1649.15,1654.35,1653.7,277544,3749298,1646.9648305792848,9315441,15405589629.199999,1653.7692235075074,1654.35,45,1654.35
07-02-2023 14:15,1654.4,1655.2,1651.2,1653.25,1653.89,242463,3991761,1647.7504767568741,9557904,15806433501.849998,1653.7552063559122,1653.25,46,1653.25
07-02-2023 14:30,1653.3,1658.25,1652.55,1657.0,1656.3,278667,4270428,1648.906667162265,9836571,16267887476.05,1653.8169120163927,1657.0,47,1657.0
07-02-2023 14:45,1657.25,1660.8,1655.7,1660.0,1658.16,314903,4585331,1650.293333766982,10151474,16790259069.216665,1653.9725235189162,1660.0,48,1660.0
07-02-2023 15:00,1660.05,1660.05,1652.05,1653.4,1655.24,275083,4860414,1650.6816670461092,10426557,17245567281.38333,1654.004028499852,1653.4,49,1653.4
07-02-2023 15:15,1653.2,1655.8,1651.7,1652.0,1653.24,269205,5129619,1650.8464586653456,10695762,17690608013.88333,1653.982952676334,1652.0,50,1652.0
08-02-2023 09:15,1654.95,1660.8,1652.85,1657.35,1657.41,360971,360971,1651.6594013321774,11056733,18288736960.88333,1654.0814507217758,1657.35,51,1657.35
08-02-2023 09:30,1657.5,1664.75,1657.2,1663.2,1660.9,272380,633351,1653.1019761656553,11329113,18741355346.55,1654.2650202668117,1663.2,52,1663.2
08-02-2023 09:45,1663.5,1665.75,1662.0,1664.35,1664.04,191411,824762,1654.5079791449484,11520524,19059869630.916664,1654.4273186633407,,53,1664.35
08-02-2023 10:00,1664.5,1668.1,1660.25,1664.45,1665.03,317561,1142323,1655.75073175183,11838085,19588375817.85,1654.6912628055973,,54,1664.45
08-02-2023 10:15,1664.0,1665.2,1658.75,1661.55,1661.58,113700,1256023,1656.4756402828511,11951785,19777326267.85,1654.7592069176276,,55,1661.55
08-02-2023 10:30,1661.35,1661.8,1655.55,1656.65,1659.09,102090,1358113,1656.4974352474946,12053875,19946591487.85,1654.7866547355102,,56,1656.65
08-02-2023 10:45,1656.55,1657.15,1653.05,1654.5,1654.78,140086,1498199,1656.2477558415578,12193961,20178419809.25,1654.7879568624173,,57,1654.5
08-02-2023 11:00,1654.45,1659.0,1654.45,1658.0,1656.91,106073,1604272,1656.4667863613631,12300034,20354198681.2,1654.80832664365,,58,1658.0
08-02-2023 11:15,1657.8,1658.65,1655.6,1656.05,1657.44,66845,1671117,1656.4146880661926,12366879,20464945249.033333,1654.818911791191,,59,1656.05
08-02-2023 11:30,1656.1,1660.6,1655.1,1660.0,1658.31,78342,1749459,1656.8628520579186,12445221,20594880678.833332,1654.842503707514,,60,1660.0
08-02-2023 11:45,1659.5,1661.85,1655.15,1661.8,1658.45,160222,1909681,1657.4799955506787,12605443,20860785110.033333,1654.9029740591689,,61,1661.8
08-02-2023 12:00,1661.85,1661.9,1653.65,1656.85,1657.65,107781,2017462,1657.401246106844,12713224,21039428524.833332,1654.9247086996447,,62,1656.85
08-02-2023 12:15,1656.5,1658.7,1655.05,1658.4,1656.24,102730,2120192,1657.5260903434885,12815954,21209691514.666664,1654.944416519181,,63,1658.4
08-02-2023 12:30,1657.75,1659.3,1657.0,1657.2,1657.69,118479,2238671,1657.4853290505525,12934433,21406109950.166664,1654.9708789064557,,64,1657.2
08-02-2023 12:45,1657.25,1658.15,1654.5,1655.05,1656.82,124588,2363259,1657.1809129192334,13059021,21612415219.366665,1654.9797430731342,,65,1655.05
08-02-2023 13:00,1655.1,1658.65,1654.25,1656.15,1656.21,185158,2548417,1657.0520488043292,13244179,21919101672.666664,1654.998899717881,,66,1656.15
08-02-2023 13:15,1655.8,1660.0,1655.5,1659.95,1658.02,150946,2699363,1657.414292703788,13395125,22169443097.899998,1655.0381648472858,,67,1659.95
08-02-2023 13:30,1659.75,1661.45,1654.8,1657.85,1658.3,192346,2891709,1657.4687561158146,13587471,22488359177.43333,1655.080564840457,,68,1657.85
08-02-2023 13:45,1658.1,1659.45,1655.95,1658.7,1657.84,214897,3106606,1657.6226616013378,13802368,22844665566.666664,1655.1265381901617,,69,1658.7
08-02-2023 14:00,1658.05,1659.75,1656.55,1657.95,1658.16,184522,3291128,1657.6635789011707,13986890,23150618419.499996,1655.1655457002948,,70,1657.95
08-02-2023 14:15,1657.9,1659.05,1656.0,1658.6,1658.2,173111,3464239,1657.7806315385244,14160001,23437616261.216663,1655.1987716114331,,71,1658.6
08-02-2023 14:30,1658.65,1658.8,1656.0,1657.1,1657.26,126250,3590489,1657.695552596209,14286251,23646850386.216663,1655.2173405196831,,72,1657.1
08-02-2023 14:45,1657.2,1657.85,1655.0,1656.5,1656.46,137702,3728191,1657.5461085216828,14423953,23874946864.116665,1655.2291084224044,,73,1656.5
08-02-2023 15:00,1656.4,1657.5,1651.8,1655.5,1654.52,230774,3958965,1657.2903449564724,14654727,24256862449.18333,1655.224450730698,,74,1655.5
08-02-2023 15:15,1655.2,1655.3,1650.0,1652.0,1653.57,262135,4221100,1656.6290518369133,14916862,24690023061.016663,1655.1754022405426,,75,1652.0
09-02-2023 09:15,1659.95,1661.5,1654.35,1654.95,1658.41,737952,737952,1656.4191703572992,15654814,25912760328.216663,1655.2582693232039,,76,1654.95
09-02-2023 09:30,1654.8,1659.0,1648.7,1651.25,1654.05,264259,1002211,1655.7730240626368,15919073,26349576050.899998,1655.2205050444834,,77,1651.25
09-02-2023 09:45,1651.35,1653.65,1649.25,1652.95,1651.19,183509,1185720,1655.4201460548072,16102582,26652723743.449997,1655.183233561549,,78,1652.95
09-02-2023 10:00,1652.55,1654.85,1650.5,1651.55,1652.4,123696,1309416,1654.9363777979563,16226278,26857106644.249996,1655.1612541243283,1651.55,79,1651.55
09-02-2023 10:15,1651.6,1651.6,1648.05,1649.0,1650.13,139488,1448904,1654.1943305732118,16365766,27087199074.649998,1655.1134285220746,1649.0,80,1649.0
09-02-2023 10:30,1649.05,1651.2,1647.25,1647.25,1649.63,134700,1583604,1653.3262892515604,16500466,27309261004.649998,1655.0599846483121,1647.25,81,1647.25
09-02-2023 10:45,1647.55,1648.0,1644.0,1647.5,1645.62,161788,1745392,1652.5980030951155,16662254,27575644946.649998,1654.9768684746973,1647.5,82,1647.5
09-02-2023 11:00,1647.65,1651.55,1647.15,1651.3,1649.53,102349,1847741,1652.435752708226,16764603,27744520796.649998,1654.946484366495,1651.3,83,1651.3
09-02-2023 11:15,1651.25,1654.15,1649.55,1654.1,1651.43,143110,1990851,1652.6437836196976,16907713,27981024382.649998,1654.9266232902107,1654.1,84,1654.1
09-02-2023 11:30,1654.0,1654.9,1648.3,1649.25,1651.44,95809,2086660,1652.2195606672353,17003522,28139187476.666664,1654.9034650977994,1649.25,85,1649.25
09-02-2023 11:45,1649.9,1651.0,1644.85,1646.95,1647.59,147019,2233679,1651.560865583831,17150541,28381415981.066666,1654.8408578520448,1646.95,86,1646.95
09-02-2023 12:00,1646.6,1647.1,1640.05,1640.7,1642.93,309013,2542692,1650.203257385852,17459554,28889005885.083332,1654.6245044451498,1640.7,87,1640.7
09-02-2023 12:15,1641.0,1643.6,1639.7,1640.9,1641.17,241598,2784290,1649.0403502126205,17701152,29285564842.283333,1654.4440069371378,1640.9,88,1640.9
09-02-2023 12:30,1640.45,1641.25,1638.05,1640.55,1639.47,453829,3238119,1647.9790564360428,18154981,30029821710.833332,1654.0816931085376,1640.55,89,1640.55
09-02-2023 12:45,1640.65,1642.0,1638.75,1640.55,1640.33,190150,3428269,1647.0504243815374,18345131,30341750109.166664,1653.940225837944,1640.55,90,1640.55
09-02-2023 13:00,1640.7,1641.8,1636.45,1636.95,1638.82,612266,4040535,1645.7878713338453,18957397,31344886723.566666,1653.438324025533,1636.95,91,1636.95
09-02-2023 13:15,1636.6,1641.1,1635.55,1637.3,1636.98,375457,4415992,1644.7268874171145,19332854,31959879031.95,1653.1381777336135,1637.3,92,1637.3
09-02-2023 13:30,1637.0,1641.7,1636.0,1640.3,1639.37,175089,4591081,1644.173526489975,19507943,32246908265.95,1653.014275567137,1640.3,93,1640.3
09-02-2023 13:45,1640.1,1644.9,1639.35,1644.2,1642.68,177092,4768173,1644.1768356787284,19685035,32537837955.083336,1652.9225350670363,1644.2,94,1644.2
09-02-2023 14:00,1644.15,1648.5,1643.2,1645.0,1646.05,226729,4994902,1644.2797312188873,19911764,32910935639.850002,1652.8387761049198,1645.0,95,1645.0
09-02-2023 14:15,1645.25,1646.0,1643.2,1644.45,1644.92,89493,5084395,1644.3010148165265,20001257,33058111353.000004,1652.8016890638426,1644.45,96,1644.45
09-02-2023 14:30,1644.4,1647.5,1643.0,1647.15,1645.08,109402,5193797,1644.6571379644606,20110659,33238174281.43334,1652.7640532034945,1647.15,97,1647.15
09-02-2023 14:45,1647.3,1649.0,1645.05,1647.2,1647.09,148996,5342793,1644.974995718903,20259655,33483583109.76667,1652.7222753678022,1647.2,98,1647.2
09-02-2023 15:00,1647.1,1651.45,1645.8,1650.55,1648.63,236857,5579650,1645.67187125404,20496512,33874223464.633335,1652.6823424704328,1650.55,99,1650.55
09-02-2023 15:15,1650.5,1654.55,1648.85,1650.2,1652.06,308793,5888443,1646.237887347285,20805305,34384102466.23334,1652.6603414962356,1650.2,100,1650.2
10-02-2023 09:15,1649.0,1654.3,1645.05,1652.95,1648.98,375779,375779,1647.0769014288746,21181084,35004425913.46667,1652.6267453293074,1652.95,101,1652.95
10-02-2023 09:30,1653.0,1653.95,1646.15,1648.85,1649.71,171498,547277,1647.2985387502654,21352582,35287337589.166664,1652.6028369387207,1648.85,102,1648.85
10-02-2023 09:45,1649.2,1649.35,1642.2,1645.95,1646.37,140306,687583,1647.1299714064824,21492888,35518257880.83333,1652.5586454846518,1645.95,103,1645.95
10-02-2023 10:00,1645.8,1651.85,1644.75,1648.65,1648.77,114297,801880,1647.319974980672,21607185,35706666960.58333,1652.5367353768354,1648.65,104,1648.65
10-02-2023 10:15,1649.1,1649.9,1647.15,1647.15,1648.42,76115,877995,1647.298728108088,21683300,35832109554.916664,1652.5210440715512,1647.15,105,1647.15
10-02-2023 10:30,1647.5,1649.5,1645.85,1648.75,1647.59,63361,941356,1647.480137094577,21746661,35936530594.95,1652.507968692297,1648.75,106,1648.75
10-02-2023 10:45,1648.7,1652.95,1648.7,1651.65,1651.42,118579,1059935,1648.0013699577548,21865240,36132316381.85,1652.5003330331613,1651.65,107,1651.65
10-02-2023 11:00,1651.95,1655.85,1651.8,1654.1,1654.31,109966,1169901,1648.7636987130356,21975206,36314190982.01666,1652.5074205000246,1654.1,108,1654.1
10-02-2023 11:15,1654.25,1657.0,1653.25,1654.25,1655.01,84886,1254787,1649.4494863739062,22060092,36454663164.35,1652.5163704824984,1654.25,109,1654.25
10-02-2023 11:30,1654.15,1654.5,1651.05,1651.3,1653.05,60083,1314870,1649.680800577168,22120175,36553937303.86667,1652.5157375050906,1651.3,110,1651.3
10-02-2023 11:45,1651.35,1653.9,1649.0,1650.65,1651.76,91916,1406786,1649.801950505022,22212091,36705707471.13334,1652.5102238746158,1650.65,111,1650.65
10-02-2023 12:00,1650.95,1654.15,1647.1,1648.75,1651.17,321602,1728388,1649.6704566918943,22533693,37236350771.13334,1652.4743978332065,1648.75,112,1648.75
10-02-2023 12:15,1648.7,1651.85,1647.6,1651.4,1649.84,88524,1816912,1649.8866496054075,22622217,37382440452.93334,1652.4658238816003,1651.4,113,1651.4
10-02-2023 12:30,1651.0,1653.0,1650.7,1652.45,1651.6,83584,1900496,1650.2070684047317,22705801,37520525400.13334,1652.4642931616172,1652.45,114,1652.45
10-02-2023 12:45,1652.3,1653.45,1650.1,1652.4,1652.17,188680,2089176,1650.48118485414,22894481,37832221615.466675,1652.460329433398,1652.4,115,1652.4
10-02-2023 13:00,1652.35,1654.45,1651.05,1653.4,1652.92,165039,2254215,1650.8460367473726,23059520,38105025581.16667,1652.4639533332295,1653.4,116,1653.4
10-02-2023 13:15,1653.45,1655.0,1652.05,1654.6,1653.68,246557,2500772,1651.315282153951,23306077,38512802094.18334,1652.4789690767495,1654.6,117,1654.6
10-02-2023 13:30,1654.5,1655.45,1652.4,1654.65,1654.38,187695,2688467,1651.732121884707,23493772,38823280906.68334,1652.4924523266568,1654.65,118,1654.65
10-02-2023 13:45,1654.7,1655.4,1652.0,1654.9,1654.08,275630,2964097,1652.1281066491188,23769402,39279200489.68334,1652.5110934504512,1654.9,119,1654.9
10-02-2023 14:00,1654.8,1656.7,1654.25,1655.15,1655.42,190861,3154958,1652.5058433179788,23960263,39595145427.05001,1652.5338401773809,1655.15,120,1655.15
10-02-2023 14:15,1655.3,1657.45,1655.2,1656.6,1656.33,134548,3289506,1653.0176129032316,24094811,39818012976.716675,1652.5555222955131,,121,1656.6
10-02-2023 14:30,1656.95,1657.25,1652.9,1655.95,1655.14,158889,3448395,1653.3841612903277,24253700,40081032531.01668,1652.5739384513158,,122,1655.95
10-02-2023 14:45,1656.0,1657.3,1654.0,1656.75,1656.21,128435,3576830,1653.8048911290368,24382135,40293723031.60001,1652.5920733192565,,123,1656.75
10-02-2023 15:00,1657.0,1657.8,1656.25,1657.3,1657.03,261017,3837847,1654.241779737907,24643152,40726258652.58334,1652.639997212343,,124,1657.3
10-02-2023 15:15,1657.25,1658.5,1651.3,1652.3,1657.13,247467,4085314,1653.9990572706686,24890619,41135577319.483345,1652.6538500100519,,125,1652.3
13-02-2023 09:15,1654.75,1655.95,1647.25,1649.05,1652.53,196282,196282,1653.380425111835,25086901,41459589830.983345,1652.6389541292224,,126,1649.05
13-02-2023 09:30,1648.6,1653.0,1646.45,1652.55,1649.58,74160,270442,1653.2766219728555,25161061,41582003270.983345,1652.6331409865165,,127,1652.55
13-02-2023 09:45,1652.5,1653.55,1650.0,1650.5,1651.92,48994,319436,1652.9295442262487,25210055,41662909512.88335,1652.6306472906683,,128,1650.5
13-02-2023 10:00,1650.2,1652.5,1647.4,1648.25,1650.05,86215,405651,1652.3446011979677,25296270,41805111096.96668,1652.619579762814,1648.25,129,1648.25
13-02-2023 10:15,1648.0,1650.0,1644.9,1649.8,1647.34,73390,479041,1652.0265260482215,25369660,41926074941.30002,1652.6068911171856,1649.8,130,1649.8
13-02-2023 10:30,1649.85,1652.85,1649.5,1651.35,1651.16,55131,534172,1651.941960292194,25424791,42017109086.20002,1652.6039127007973,1651.35,131,1651.35
13-02-2023 10:45,1650.85,1652.85,1650.0,1651.05,1651.67,33273,567445,1651.8304652556697,25458064,42072052791.10002,1652.60220852222,1651.05,132,1651.05
13-02-2023 11:00,1651.2,1652.85,1648.0,1652.0,1649.68,145045,712490,1651.851657098711,25603109,42311514833.85002,1652.5928485423399,1652.0,133,1652.0
13-02-2023 11:15,1652.05,1652.05,1649.7,1649.85,1650.39,67262,779752,1651.6014499613723,25670371,42422533006.91669,1652.5874521609635,1649.85,134,1649.85
13-02-2023 11:30,1649.95,1653.0,1648.0,1652.0,1650.91,83181,862933,1651.6512687162008,25753552,42559864837.91669,1652.5823248737372,1652.0,135,1652.0
13-02-2023 11:45,1652.25,1653.3,1648.55,1652.1,1651.05,272222,1135155,1651.7073601266757,26025774,43009389563.55002,1652.569086458294,1652.1,136,1652.1
13-02-2023 12:00,1652.15,1652.2,1649.0,1650.0,1650.41,74789,1209944,1651.4939401108413,26100563,43132821329.15002,1652.5628711208267,1650.0,137,1650.0
13-02-2023 12:15,1650.25,1650.55,1644.85,1648.25,1646.96,177387,1387331,1651.088447596986,26277950,43425134410.000015,1652.5312823108354,1648.25,138,1648.25
13-02-2023 12:30,1648.45,1650.75,1647.85,1648.05,1648.54,115437,1502768,1650.7086416473626,26393387,43615476555.35001,1652.5153272427679,1648.05,139,1648.05
13-02-2023 12:45,1648.3,1654.3,1647.8,1652.85,1650.65,119290,1622058,1650.9763114414422,26512677,43812501883.85001,1652.5114338265432,1652.85,140,1652.85
13-02-2023 13:00,1652.5,1654.5,1651.0,1654.3,1652.3,165349,1787407,1651.391772511262,26678026,44085867873.91668,1652.5161147199076,1654.3,141,1654.3
13-02-2023 13:15,1654.1,1660.0,1653.15,1657.8,1656.78,197354,1984761,1652.192800947354,26875380,44412880162.68335,1652.5489188500162,1657.8,142,1657.8
13-02-2023 13:30,1657.75,1658.65,1654.75,1657.45,1656.46,114872,2099633,1652.8499508289349,26990252,44603217323.08335,1652.5676500939433,,143,1657.45
13-02-2023 13:45,1657.5,1659.75,1656.0,1659.1,1657.69,110354,2209987,1653.631206975318,27100606,44786215522.05002,1652.5909244261925,,144,1659.1
13-02-2023 14:00,1658.6,1661.75,1656.0,1658.65,1659.4,148174,2358161,1654.2585561034032,27248780,45032006553.250015,1652.624688270448,,145,1658.65
13-02-2023 14:15,1658.7,1659.75,1657.0,1657.0,1658.32,74211,2432372,1654.6012365904778,27322991,45155042207.000015,1652.6390616239642,,146,1657.0
13-02-2023 14:30,1656.85,1658.0,1655.0,1656.9,1656.59,99804,2532176,1654.8885820166681,27422795,45320380840.20001,1652.6535985919747,,147,1656.9
13-02-2023 14:45,1656.85,1659.0,1653.5,1658.0,1656.02,126699,2658875,1655.2775092645845,27549494,45530299966.70001,1652.672821021686,,148,1658.0
13-02-2023 15:00,1657.2,1659.0,1656.5,1657.25,1657.96,98135,2757010,1655.5240706065115,27647629,45692966907.11668,1652.6902508391108,,149,1657.25
13-02-2023 15:15,1657.45,1660.0,1656.05,1658.8,1658.74,111315,2868325,1655.9335617806973,27758944,45877558716.36668,1652.7126794292562,,150,1658.8
14-02-2023 09:15,1662.05,1669.0,1662.05,1665.6,1665.55,472995,472995,1657.1418665581102,28231939,46665355538.61668,1652.927754576711,,151,1665.6
14-02-2023 09:30,1665.75,1671.0,1665.55,1667.3,1668.84,305477,778472,1658.4116332383464,28537416,47174875900.76668,1653.0885592713328,,152,1667.3
14-02-2023 09:45,1666.85,1668.75,1665.5,1665.7,1667.14,119587,898059,1659.3226790835533,28657003,47374185574.31668,1653.1451517912283,,153,1665.7
14-02-2023 10:00,1666.25,1666.8,1662.25,1665.35,1664.88,105533,1003592,1660.076094198109,28762536,47549876912.71668,1653.1879147484312,,154,1665.35
14-02-2023 10:15,1665.4,1666.5,1662.6,1664.0,1664.58,94787,1098379,1660.5665824233454,28857323,47707637235.95001,1653.224633343502,,155,1664.0
14-02-2023 10:30,1664.15,1665.5,1663.0,1665.3,1664.58,114276,1212655,1661.158259620427,28971599,47897861065.55001,1653.269502506576,,156,1665.3
14-02-2023 10:45,1665.5,1666.5,1659.5,1662.05,1662.28,461570,1674225,1661.2697271678735,29433169,48665305811.716675,1653.4171298957538,,157,1662.05
14-02-2023 11:00,1662.4,1664.1,1661.05,1661.9,1662.63,96313,1770538,1661.3485112718893,29529482,48825411727.26668,1653.44626523644,,158,1661.9
14-02-2023 11:15,1661.85,1666.6,1659.2,1660.15,1662.91,368774,2139312,1661.198697362903,29898256,49438307969.03335,1653.5515639786263,,159,1660.15
14-02-2023 11:30,1660.65,1666.45,1659.6,1663.65,1663.34,534519,2673831,1661.50511019254,30432775,50327337787.13335,1653.7216138565525,,160,1663.65
14-02-2023 11:45,1663.7,1666.0,1662.8,1665.3,1664.7,100565,2774396,1661.9794714184725,30533340,50494748342.63335,1653.7577724098755,,161,1665.3
14-02-2023 12:00,1665.35,1668.5,1665.0,1666.6,1666.83,158686,2933082,1662.5570374911636,30692026,50759230298.83334,1653.8246871950826,,162,1666.6
14-02-2023 12:15,1666.65,1669.45,1666.1,1668.6,1668.05,131584,3064666,1663.312407804768,30823610,50978718990.03334,1653.8854141365448,,163,1668.6
14-02-2023 12:30,1668.65,1669.9,1667.1,1669.75,1668.86,115049,3179715,1664.1171068291721,30938659,51170726183.61668,1653.9413095964073,,164,1669.75
14-02-2023 12:45,1669.8,1669.9,1666.55,1666.55,1668.43,159164,3338879,1664.4212184755256,31097823,51436158680.95001,1654.0115583315917,,165,1666.55
14-02-2023 13:00,1666.6,1670.4,1666.6,1669.0,1668.72,232388,3571267,1664.993566166085,31330211,51823936790.28335,1654.1202608014146,,166,1669.0
14-02-2023 13:15,1669.05,1669.5,1667.15,1667.5,1667.96,123509,3694776,1665.3068703953243,31453720,52029955977.733345,1654.1749585655796,,167,1667.5
14-02-2023 13:30,1667.95,1669.5,1665.65,1665.7,1668.27,172904,3867680,1665.3560115959087,31626624,52318178300.53335,1654.2448002206415,,168,1665.7
