Datetime,Open,High,Low,Close,intvwap,Volume,v
07-02-2023 13:00,1636,1637.35,1632.65,1634.85,1634.84,166133,2626308
07-02-2023 13:15,1634.7,1643.05,1634.5,1641.6,1638.92,191842,2818150
07-02-2023 13:30,1642.4,1650,1641.35,1648.5,1645.57,334284,3152434
07-02-2023 13:45,1648.75,1652.7,1646.3,1649.25,1649.85,319320,3471754
07-02-2023 14:00,1649.85,1655.85,1649.15,1654.35,1653.7,277544,3749298
07-02-2023 14:15,1654.4,1655.2,1651.2,1653.25,1653.89,242463,3991761
07-02-2023 14:30,1653.3,1658.25,1652.55,1657,1656.3,278667,4270428
07-02-2023 14:45,1657.25,1660.8,1655.7,1660,1658.16,314903,4585331
07-02-2023 15:00,1660.05,1660.05,1652.05,1653.4,1655.24,275083,4860414
07-02-2023 15:15,1653.2,1655.8,1651.7,1652,1653.24,269205,5129619
08-02-2023 09:15,1654.95,1660.8,1652.85,1657.35,1657.41,360971,360971
08-02-2023 09:30,1657.5,1664.75,1657.2,1663.2,1660.9,272380,633351
08-02-2023 09:45,1663.5,1665.75,1662,1664.35,1664.04,191411,824762
08-02-2023 10:00,1664.5,1668.1,1660.25,1664.45,1665.03,317561,1142323
08-02-2023 10:15,1664,1665.2,1658.75,1661.55,1661.58,113700,1256023
08-02-2023 10:30,1661.35,1661.8,1655.55,1656.65,1659.09,102090,1358113
08-02-2023 10:45,1656.55,1657.15,1653.05,1654.5,1654.78,140086,1498199
08-02-2023 11:00,1654.45,1659,1654.45,1658,1656.91,106073,1604272
08-02-2023 11:15,1657.8,1658.65,1655.6,1656.05,1657.44,66845,1671117
08-02-2023 11:30,1656.1,1660.6,1655.1,1660,1658.31,78342,1749459
08-02-2023 11:45,1659.5,1661.85,1655.15,1661.8,1658.45,160222,1909681
08-02-2023 12:00,1661.85,1661.9,1653.65,1656.85,1657.65,107781,2017462
08-02-2023 12:15,1656.5,1658.7,1655.05,1658.4,1656.24,102730,2120192
08-02-2023 12:30,1657.75,1659.3,1657,1657.2,1657.69,118479,2238671
08-02-2023 12:45,1657.25,1658.15,1654.5,1655.05,1656.82,124588,2363259
